# Carpet timing information at iteration 0 time 0:
# 1: timer name 2: gettimeofday [secs] 3: getrusage [secs] 4: cycle [secs] 5: cycle[avg] [secs] 6: cycle[sdv] [secs] 7: cycle[min] [secs] 8: cycle[max] [secs]
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/sync/CarpetLib::dh::bs3: 6.7e-05 0 177829 1778.29 2324.64 1597 1658
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_bnd_prol: 0.001161 0.011 3.00519e+06 30051.9 142785 24697 31408
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_bnd_prol/CarpetLib::dh::bs1: 8.1e-05 0.001 215235 2152.35 2055.11 1915 2047
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_prol/CarpetLib::dh::bs3: 7.8e-05 0 187905 1879.05 1527.96 1704 1762
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/mask: 0.00036 0.004998 974457 9744.57 15876.6 6754 10550
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_prol/CarpetLib::dh::bs1: 0.000103 0 264435 2644.35 2662.34 2304 2674
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/unusedpoints_mask: 7.7e-05 0.001 190891 1908.91 4073.06 1707 1710
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_prol/CarpetLib::dh::bs2: 0.001138 0.005998 3.05063e+06 30506.3 304702 18809 23513
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm: 0.013887 0.102991 3.59919e+07 359919 1.8046e+06 297682 478568
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_prol: 0.001698 0.009997 4.39834e+06 43983.4 349501 31148 35935
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_boxes: 0.090261 1.41079 2.3419e+08 2.3419e+06 2.11957e+08 56279 382102
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/comm/reflux: 7.5e-05 0.001 195344 1953.44 4105.49 1707 1777
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/sync/CarpetLib::dh::bs1: 8.5e-05 0 219268 2192.68 2107.62 1936 2358
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_bnd_prol/CarpetLib::dh::bs3: 7.1e-05 0 180275 1802.75 1435.04 1642 1798
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_refl_prol: 0.006564 0.048996 1.70027e+07 170027 949941 144251 244785
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_bnd_prol/CarpetLib::dh::bs2: 0.000647 0.007 1.76178e+06 17617.8 134879 13334 20011
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_refl_prol/CarpetLib::dh::bs1: 0.000483 0.005999 1.28571e+06 2142.84 12151.5 1863 1943
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_refl_prol/CarpetLib::dh::bs2: 0.004038 0.018998 1.09527e+07 18254.6 525998 12449 16346
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_refl_prol/CarpetLib::dh::bs3: 0.000405 0.009 1.06207e+06 1770.11 9103.33 1578 1658
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/old2new_sync: 0.001146 0.011 2.98868e+06 29886.8 136543 24810 26587
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/old2new_sync/CarpetLib::dh::bs1: 8.2e-05 0.002 210359 2103.59 1847.13 1887 1942
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/old2new_sync/CarpetLib::dh::bs2: 0.000651 0.005 1.77092e+06 17709.2 128638 13404 15566
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/old2new_sync/CarpetLib::dh::bs3: 7.3e-05 0.001 184909 1849.09 1988.01 1633 1762
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/old2new_ref_prol: 0.001182 0.010999 3.08245e+06 30824.5 235590 25351 25480
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/old2new_ref_prol/CarpetLib::dh::bs2: 0.00069 0.004 1.86152e+06 18615.2 231464 13340 14603
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/old2new_ref_prol/CarpetLib::dh::bs3: 6.3e-05 0.002 180465 1804.65 1800.68 1634 1670
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/old2new_ref_prol/CarpetLib::dh::bs1: 8e-05 0.002 210204 2102.04 1871.96 1881 1964
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid: 1.77917 1.77673 4.61454e+09 4.61454e+09 0 4.61454e+09 4.61454e+09
main: 374.738 5309.92 9.7194e+11 9.7194e+11 0 9.7194e+11 9.7194e+11
meta mode: 374.738 5309.92 9.7194e+11 9.7194e+11 0 9.7194e+11 9.7194e+11
main/CarpetStartup/AllocateGridHierarchy: 1.4e-05 0 34204 34204 0 34204 34204
main/CarpetStartup: 0.473128 4.5923 1.22713e+09 1.22713e+09 0 1.22713e+09 1.22713e+09
main/CarpetStartup/CheckRegions: 3e-06 0 5057 5057 0 5057 5057
main/CarpetStartup/CarpetLib::dh::regrid: 0.000213 0.001 476605 4766.05 49970.1 3967 4123
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/buffers: 0.121326 0.997844 3.14951e+08 3.14951e+06 779185 3.08157e+06 3.08476e+06
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/region: 0.084242 0.710897 2.1868e+08 2.1868e+06 4.68488e+06 2.12316e+06 2.13652e+06
main/Initialise/CallInitial/Poison: 5.38595 1.01885 1.39693e+10 1.39693e+09 1.14667e+09 7.97464e+08 1.3764e+09
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid: 0.467817 4.54431 1.21337e+09 1.21337e+07 2.23159e+08 9.60547e+06 1.00317e+07
main/CarpetStartup/CarpetLib::dh::recompose: 8e-05 0.000999 190540 1905.4 1776.75 1716 1716
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/domain: 0.003761 0.022997 9.76749e+06 97674.9 199167 93067 95925
main/CarpetStartup/CarpetLib::gh::regrid: 0.468485 4.54831 1.21504e+09 1.21504e+07 2.23194e+08 9.62195e+06 1.00466e+07
meta mode/meta mode/global mode/level(0)/leave_local_mode: 0.002246 0.029997 5.4408e+06 20151.1 392558 1569 17383
meta mode/meta mode/global mode/leave_level_mode: 0.000777 0.009 2.03131e+06 6367.74 69810.7 4365 4952
meta mode/meta mode/global mode/level(0)/leave_singlemap_mode: 0.000723 0.006998 1.87391e+06 6839.09 105182 1578 6668
main/Initialise/CallInitial/CallRegridInitialMeta/Recompose/CarpetLib::dh::recompose: 0.01653 0.002999 4.28719e+07 4.76355e+06 1.71237e+06 4.1284e+06 4.1284e+06
meta mode/meta mode: 374.262 5305.29 9.70705e+11 9.70705e+11 0 9.70705e+11 9.70705e+11
meta mode/meta mode/leave_global_mode: 0.003569 0.051992 9.32158e+06 94157.4 582193 30163 145166
meta mode/meta mode/global mode/level(0): 182.592 2434.52 4.73581e+11 5.57155e+09 4.35471e+11 27352 925538
meta mode/meta mode/global mode: 373.982 5304.54 9.69978e+11 9.79776e+09 4.76176e+11 20528 1.15479e+10
main/Initialise/CallInitial/CallRegridInitialMeta/Recompose/CarpetLib::dh::recompose/CarpetLib::ggf::recompose_crop: 0.000701 0 1.8103e+06 1812.11 11524.2 1603 1685
main/Initialise/CallSetup: 0.038358 0.006999 9.94872e+07 9.94872e+07 0 9.94872e+07 9.94872e+07
meta mode/meta mode/global mode/level(0)/enter_local_mode: 0.00577 0.048994 1.51095e+07 56169.2 1.03003e+06 1575 148175
main/Initialise/CarpetLib::ggf::recompose_crop: 0.000892 0.001 2.06978e+06 2105.58 19303.3 1888 2174
main/Initialise/CarpetLib::ggf::recompose_allocate: 0.001057 0.001 2.76035e+06 2808.09 36693.9 2407 2768
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/thorns/ML_BSSN_SelectBoundConds: 0.000601 0.006999 1.56507e+06 156507 379697 109387 118144
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/thorns/ML_BSSN_EnforceEverywhere: 0.042457 0.666899 1.10234e+08 1.10234e+07 1.24597e+07 4.01573e+06 1.09032e+07
main/Initialise: 374.012 5304.77 9.70056e+11 9.70056e+11 0 9.70056e+11 9.70056e+11
main/Initialise/dh::recompose_free_old: 0.000671 0.001 1.65875e+06 1687.44 8144.16 1590 1628
meta mode/meta mode/enter_global_mode: 0.015358 0.153979 3.99846e+07 408006 2.39419e+06 155288 170695
meta mode/meta mode/global mode/enter_level_mode: 0.001077 0.012999 2.80003e+06 8805.13 99929.9 4949 6381
meta mode/meta mode/global mode/level(0)/enter_singlemap_mode: 0.000534 0.002999 1.40805e+06 5157.68 78792.4 1554 6258
main/Initialise/CallSetup/Poison: 0.031819 0.001 8.25264e+07 8.25264e+07 0 8.25264e+07 8.25264e+07
main/Initialise/CallInitial/CallRegridInitialMeta/Recompose/CarpetLib::dh::recompose/CarpetLib::ggf::recompose_allocate: 0.012814 0.002999 3.35972e+07 33630.8 2.30101e+06 11434 30900
main/Initialise/CallSetup/CCTK_WRAGH: 0.003287 0.002 8.52598e+06 8.52598e+06 0 8.52598e+06 8.52598e+06
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns: 0.002032 0.001 5.276e+06 202923 1.39762e+06 19693 117722
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/Einstein_InitSymBound: 4.1e-05 0 107597 107597 0 107597 107597
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/Boundary_RegisterBCs: 1.2e-05 0 32494 32494 0 32494 32494
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction: 0.003122 0.002 8.10166e+06 311602 1.76135e+06 24559 326774
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/CarpetRegrid2_Initialise: 5.4e-05 0 138971 138971 0 138971 138971
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/RegisterCartGrid3DCoords: 4.5e-05 0 118022 118022 0 118022 118022
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/Einstein_ActivateSlicing: 5e-06 0 13443 13443 0 13443 13443
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/Einstein_SetNextSlicing: 2e-06 0 5390 5390 0 5390 5390
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/ML_BSSN_ParamCompat: 0.000515 0.001 1.33788e+06 1.33788e+06 0 1.33788e+06 1.33788e+06
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/ML_BSSN_RegisterVars: 0.000213 0 553329 553329 0 553329 553329
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/MoL_SetScheduleStatus: 3.4e-05 0 87525 87525 0 87525 87525
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/TmunuBase_SetStressEnergyState: 0.000141 0 366466 366466 0 366466 366466
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/RegisterSymmetryBoundaries: 1.4e-05 0 34253 34253 0 34253 34253
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/ML_ADMConstraints_RegisterSymmetries: 6.2e-05 0 159888 159888 0 159888 159888
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/ML_BSSN_RegisterSymmetries: 0.000173 0 449283 449283 0 449283 449283
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/ML_ADMConstraints_RegisterVars: 6.5e-05 0 170291 170291 0 170291 170291
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/ML_BSSN_RegisterConstrained: 0.000143 0 371149 371149 0 371149 371149
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/MoL_SetupIndexArrays: 6.6e-05 0 172463 172463 0 172463 172463
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/WeylScal4_RegisterVars: 5.7e-05 0 148628 148628 0 148628 148628
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/Slab_InitTimers: 1.8e-05 0 47498 47498 0 47498 47498
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/MaskSym: 1.4e-05 0 37030 37030 0 37030 37030
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/MaskSym_emask: 1.1e-05 0 27496 27496 0 27496 27496
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/WeylScal4_RegisterSymmetries: 8.7e-05 0 224922 224922 0 224922 224922
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/SymBase_Statistics: 4e-06 0 11412 11412 0 11412 11412
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/TerminationTrigger_StartTimer: 9e-06 0 23030 23030 0 23030 23030
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/TerminationTrigger_CreateFile: 3e-06 0 8583 8583 0 8583 8583
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/ReflectionSymmetry_Register: 8e-06 0 20855 20855 0 20855 20855
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/MoL_ReportNumberVariables: 3.8e-05 0 97886 97886 0 97886 97886
main/Initialise/CallSetup/CCTK_PARAMCHECK: 0.00223 0.001999 5.78213e+06 5.78213e+06 0 5.78213e+06 5.78213e+06
main/Initialise/CallInitial: 347.422 4915.21 9.01091e+11 9.01091e+11 0 9.01091e+11 9.01091e+11
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction: 0.002146 0.001999 5.56454e+06 397467 2.32622e+06 27697 1.51866e+06
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns: 0.002031 0.001999 5.26993e+06 376423 2.30747e+06 22259 1.51271e+06
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/ADMBase_ParamCheck: 1.9e-05 0 48409 48409 0 48409 48409
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/CarpetParamCheck: 3.6e-05 0 93921 93921 0 93921 93921
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/CarpetLib_test_prolongate_3d_rf2: 1.2e-05 0 30619 30619 0 30619 30619
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/CarpetRegrid2_ParamCheck: 4.5e-05 0 116088 116088 0 116088 116088
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/ParamCheck_CartGrid3D: 9e-06 0 23305 23305 0 23305 23305
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/dissipation_paramcheck: 0.000102 0.001 264484 264484 0 264484 264484
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/Boundary_Check: 1e-06 0 2994 2994 0 2994 2994
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/CheckFortranParameters: 1e-06 0 3769 3769 0 3769 3769
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/ML_BSSN_ParamCheck: 0.000185 0 480018 480018 0 480018 480018
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/MoL_ParamCheck: 3.1e-05 0 83317 83317 0 83317 83317
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/Multipole_ParamCheck: 2.9e-05 0 74345 74345 0 74345 74345
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/qlm_paramcheck: 0.000815 0.000999 2.1163e+06 2.1163e+06 0 2.1163e+06 2.1163e+06
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/TwoPunctures_ParamCheck: 5.8e-05 0 150314 150314 0 150314 150314
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/Vectors_Test: 0.000575 0 1.49146e+06 1.49146e+06 0 1.49146e+06 1.49146e+06
main/Initialise/CallInitial/CallRegridInitialMeta: 1.79841 1.77973 4.66445e+09 4.66445e+09 0 4.66445e+09 4.66445e+09
main/Initialise/CallInitial/CallRegridInitialMeta/CCTK_PREREGRIDINITIAL: 6e-06 0 15086 15086 0 15086 15086
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap: 1.72362 1.72174 4.47048e+09 4.47048e+09 0 4.47048e+09 4.47048e+09
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/CarpetRegrid2::RegridMaps: 0.044817 0.043993 1.16241e+08 1.16241e+08 0 1.16241e+08 1.16241e+08
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/PostRegrid: 0.00066 0.001 1.70992e+06 1.70992e+06 0 1.70992e+06 1.70992e+06
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid: 1.71577 1.71474 4.45011e+09 4.45011e+09 0 4.45011e+09 4.45011e+09
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid: 1.72339 1.72174 4.46987e+09 4.46987e+09 0 4.46987e+09 4.46987e+09
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CheckRegions: 4e-06 0 9366 9366 0 9366 9366
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/buffers: 0.111316 0.110983 2.88737e+08 2.88737e+07 3.33012e+07 3.19491e+06 3.73955e+07
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/comm/mgprol: 7e-06 0 17497 1749.7 143.674 1688 1789
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/comm/mgrest: 9e-06 0 18395 1839.5 397.536 1661 1884
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/test: 0.038534 0.037996 9.99574e+07 9.99574e+06 3.01014e+06 7.16222e+06 1.04381e+07
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/comm/sync: 0.007219 0.007999 1.87354e+07 1.87354e+06 537065 1.48599e+06 1.81444e+06
meta mode/meta mode/global mode/level(4)/enter_singlemap_mode: 0.00041 0.001999 1.0993e+06 6957.61 68556.8 4842 5787
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/mask: 1.32592 1.3268 3.43899e+09 3.43899e+08 3.98792e+08 8216 4.33683e+08
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/comm: 0.088913 0.087986 2.30612e+08 2.30612e+07 2.26219e+07 1.67347e+06 2.52562e+07
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_rest/CarpetLib::dh::bs2: 0.000121 0 311831 34647.9 20602.9 27150 27150
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/comm/refrest: 0.016834 0.015998 4.36735e+07 4.36735e+06 5.46478e+06 2111 5.70219e+06
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/sync: 0.00021 0 546624 54662.4 84588.6 34350 34390
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/sync/CarpetLib::dh::bs3: 9e-06 0 22070 2207 1380 1716 1863
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_prol: 0.000416 0 1.07626e+06 107626 69812.9 73861 107827
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_refl_prol: 0.000673 0.001 1.7466e+06 174660 115957 150515 150515
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/comm/refbndprol: 0.038596 0.038993 1.00125e+08 1.00125e+07 1.09542e+07 2144 1.01772e+07
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_prol/CarpetLib::dh::bs1: 1e-05 0 27222 2722.2 449.223 2564 2783
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/comm/refprol: 0.026074 0.024996 6.76412e+07 6.76412e+06 7.13288e+06 2040 7.53364e+06
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_prol/CarpetLib::dh::bs3: 1e-05 0 19773 1977.3 1010.53 1793 1823
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/comm/reflux: 9e-06 0 23153 2315.3 402.788 2016 2276
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/unusedpoints_mask: 0.111384 0.110982 2.88912e+08 2.88912e+07 4.01179e+07 2187 4.13628e+07
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_prol/CarpetLib::dh::bs2: 0.000333 0 869232 86923.2 74509.6 50743 94197
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm: 0.00272 0.002 7.05449e+06 705449 465008 590956 609015
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_refl_prol/CarpetLib::dh::bs2: 0.00041 0.001 1.09315e+06 18219.2 80775.8 13156 14312
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_bnd_prol/CarpetLib::dh::bs3: 7e-06 0 18933 1893.3 1789.44 1639 1649
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/sync/CarpetLib::dh::bs2: 0.000129 0 349629 34962.9 25615.7 22451 22451
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_bnd_prol: 0.000177 0 460832 46083.2 78295.4 29961 39600
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_bnd_prol/CarpetLib::dh::bs1: 8e-06 0 20928 2092.8 150.345 2001 2037
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_bnd_prol/CarpetLib::dh::bs2: 0.000102 0 267086 26708.6 15466.8 18497 28154
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/sync/CarpetLib::dh::bs1: 9e-06 0 22031 2203.1 218.492 2113 2184
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_boxes: 0.004406 0.007998 1.14355e+07 1.14355e+06 3.29606e+06 61748 61748
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_refl_prol/CarpetLib::dh::bs1: 5.1e-05 0 118091 1968.18 408.861 1887 1985
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/old2new_sync: 0.000139 0 366708 36670.8 83775.1 24697 26799
