# Carpet timing information at iteration 0 time 0:
# 1: timer name 2: gettimeofday [secs] 3: getrusage [secs] 4: cycle [secs] 5: cycle[avg] [secs] 6: cycle[sdv] [secs] 7: cycle[min] [secs] 8: cycle[max] [secs]
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/sync: 0.001271 0.029997 3.28463e+06 32846.3 382494 24817 99558
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_prol: 0.001887 0.025997 4.89694e+06 48969.4 551439 33007 44650
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_bnd_prol/CarpetLib::dh::bs1: 8.3e-05 0 222873 2228.73 4837.06 1835 2022
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/buffers: 0.111434 0.109984 2.89039e+08 2.89039e+07 3.30392e+07 3.1761e+06 3.73866e+07
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_bnd_prol/CarpetLib::dh::bs3: 7.5e-05 0 186787 1867.87 1304.35 1634 1725
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_bnd_prol/CarpetLib::dh::bs2: 0.000684 0.007999 1.86295e+06 18629.5 183367 11816 19877
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_refl_prol: 0.006546 0.101983 1.69715e+07 169715 948423 144328 244975
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_refl_prol/CarpetLib::dh::bs1: 0.000511 0.010998 1.31583e+06 2193.05 5247.2 1811 1924
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_refl_prol/CarpetLib::dh::bs2: 0.003854 0.068987 1.05602e+07 17600.3 527536 12036 16117
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_refl_prol/CarpetLib::dh::bs3: 0.000462 0.003998 1.14376e+06 1906.26 4368.52 1624 1765
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/old2new_sync: 0.001116 0.011997 2.90205e+06 29020.5 108111 23351 23351
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/old2new_sync/CarpetLib::dh::bs1: 8.4e-05 0.000999 226358 2263.58 8225.12 1881 2006
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/old2new_sync/CarpetLib::dh::bs2: 0.000591 0.004999 1.61005e+06 16100.5 96209.2 11883 11905
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/old2new_sync/CarpetLib::dh::bs3: 7.6e-05 0.002 189517 1895.17 1833.79 1621 1744
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/old2new_ref_prol: 0.001229 0.02 3.19961e+06 31996.1 283836 24024 27866
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/old2new_ref_prol/CarpetLib::dh::bs2: 0.000698 0.016 1.90301e+06 19030.1 280155 12049 15013
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/old2new_ref_prol/CarpetLib::dh::bs3: 7.1e-05 0.001 197761 1977.61 7594.1 1618 2022
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/old2new_ref_prol/CarpetLib::dh::bs1: 8.1e-05 0.002 224048 2240.48 2128.6 1884 2273
meta mode/meta mode/leave_global_mode: 0.003636 0.04799 9.4648e+06 95604 635204 30090 163439
meta mode/meta mode/global mode: 373.964 4777.35 9.69923e+11 9.7972e+09 4.79586e+11 20824 1.15285e+10
meta mode/meta mode/global mode/level(0)/leave_singlemap_mode: 0.000733 0.009997 1.92805e+06 7036.68 108795 1661 6702
meta mode/meta mode/global mode/leave_level_mode: 0.000859 0.011998 2.25281e+06 7062.1 107631 4368 4668
main/Initialise/CallInitial/CallRegridInitialMeta/Recompose/CarpetLib::dh::recompose/CarpetLib::ggf::recompose_crop: 0.000718 0 1.88483e+06 1886.72 8747.68 1633 1805
meta mode/meta mode/global mode/level(0)/leave_local_mode: 0.002252 0.027997 5.43512e+06 20130.1 402105 1624 17456
meta mode/meta mode: 374.237 4777.97 9.7063e+11 9.7063e+11 0 9.7063e+11 9.7063e+11
meta mode/meta mode/global mode/level(0): 183.469 2534.96 4.75848e+11 5.59822e+09 4.52567e+11 27484 922878
main/Initialise/CallInitial/CallRegridInitialMeta/Recompose/CarpetLib::dh::recompose: 0.016331 0.002 4.2362e+07 4.70689e+06 1.82823e+06 4.16304e+06 5.18322e+06
main/Initialise/CallSetup: 0.037581 0.006999 9.74695e+07 9.74695e+07 0 9.74695e+07 9.74695e+07
meta mode/meta mode/global mode/level(0)/enter_local_mode: 0.005785 0.046991 1.51507e+07 56322.3 1.05176e+06 1566 135744
main/Initialise/CarpetLib::ggf::recompose_crop: 0.001176 0.000999 2.85731e+06 2906.72 704889 1857 2224
main/Initialise/CarpetLib::ggf::recompose_allocate: 0.001089 0 2.83927e+06 2888.37 34607.6 2435 2753
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/thorns/ML_BSSN_SelectBoundConds: 0.000594 0.007 1.54647e+06 154647 368223 111867 112344
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/thorns/ML_BSSN_EnforceEverywhere: 0.030832 0.488926 8.0051e+07 8.0051e+06 1.6898e+07 4.08158e+06 4.57151e+06
main/Initialise: 374.003 4777.58 9.70024e+11 9.70024e+11 0 9.70024e+11 9.70024e+11
main/Initialise/dh::recompose_free_old: 0.000655 0 1.73726e+06 1767.31 1636.34 1581 1955
meta mode/meta mode/enter_global_mode: 0.014835 0.168975 3.86183e+07 394064 2.33938e+06 155220 158615
meta mode/meta mode/global mode/enter_level_mode: 0.001086 0.019998 2.82825e+06 8893.87 108917 4726 6898
meta mode/meta mode/global mode/level(0)/enter_singlemap_mode: 0.000556 0.001999 1.42451e+06 5218 84884.4 1621 6207
main/Initialise/CallSetup/Poison: 0.031766 0.002 8.23891e+07 8.23891e+07 0 8.23891e+07 8.23891e+07
main/Initialise/CallInitial/CallRegridInitialMeta/Recompose/CarpetLib::dh::recompose/CarpetLib::ggf::recompose_allocate: 0.012456 0.002 3.26599e+07 32692.6 2.10446e+06 11370 34822
main/Initialise/CallSetup/CCTK_WRAGH: 0.003315 0.002999 8.59822e+06 8.59822e+06 0 8.59822e+06 8.59822e+06
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns: 0.00206 0.000999 5.33578e+06 205222 1.42169e+06 21268 133591
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/Einstein_InitSymBound: 4.2e-05 0 110017 110017 0 110017 110017
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/Boundary_RegisterBCs: 1.4e-05 0 35085 35085 0 35085 35085
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction: 0.003144 0.002999 8.14538e+06 313284 1.78315e+06 26107 341475
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/CarpetRegrid2_Initialise: 5.1e-05 0 133352 133352 0 133352 133352
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/RegisterCartGrid3DCoords: 4.8e-05 0 126063 126063 0 126063 126063
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/Einstein_ActivateSlicing: 6e-06 0 14520 14520 0 14520 14520
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/Einstein_SetNextSlicing: 2e-06 0 6053 6053 0 6053 6053
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/ML_BSSN_ParamCompat: 0.000532 0 1.38101e+06 1.38101e+06 0 1.38101e+06 1.38101e+06
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/MoL_SetupIndexArrays: 5.4e-05 0 151602 151602 0 151602 151602
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/MoL_SetScheduleStatus: 3.5e-05 0 91361 91361 0 91361 91361
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/ML_ADMConstraints_RegisterVars: 6.8e-05 0 177446 177446 0 177446 177446
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/ML_BSSN_RegisterVars: 0.000206 0 536346 536346 0 536346 536346
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/ML_BSSN_RegisterConstrained: 0.000142 0 369738 369738 0 369738 369738
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/WeylScal4_RegisterVars: 5.7e-05 0 148399 148399 0 148399 148399
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/TmunuBase_SetStressEnergyState: 0.00014 0 364333 364333 0 364333 364333
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/Slab_InitTimers: 1.8e-05 0 46739 46739 0 46739 46739
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/MaskSym: 1.5e-05 0 38618 38618 0 38618 38618
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/MaskSym_emask: 1.1e-05 0 27887 27887 0 27887 27887
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/RegisterSymmetryBoundaries: 1.4e-05 0 35078 35078 0 35078 35078
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/ML_BSSN_RegisterSymmetries: 0.000172 0 448004 448004 0 448004 448004
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/ReflectionSymmetry_Register: 1e-05 0 25388 25388 0 25388 25388
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/WeylScal4_RegisterSymmetries: 8.7e-05 0 225989 225989 0 225989 225989
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/SymBase_Statistics: 5e-06 0 13153 13153 0 13153 13153
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/TerminationTrigger_StartTimer: 8e-06 0 22299 22299 0 22299 22299
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/ML_ADMConstraints_RegisterSymmetries: 6.3e-05 0 162173 162173 0 162173 162173
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/TerminationTrigger_CreateFile: 3e-06 0 8222 8222 0 8222 8222
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/MoL_ReportNumberVariables: 4.4e-05 0.000999 113525 113525 0 113525 113525
main/Initialise/CallSetup/CCTK_PARAMCHECK: 0.002259 0.002 5.8571e+06 5.8571e+06 0 5.8571e+06 5.8571e+06
main/Initialise/CallInitial/CallRegridInitialMeta: 1.78915 1.77073 4.64037e+09 4.64037e+09 0 4.64037e+09 4.64037e+09
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction: 0.00217 0.002 5.62932e+06 402094 2.35465e+06 24651 1.59794e+06
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns: 0.002059 0.002 5.33593e+06 381138 2.33664e+06 19622 1.59178e+06
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/ADMBase_ParamCheck: 1.8e-05 0 48375 48375 0 48375 48375
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/Boundary_Check: 1e-06 0 3545 3545 0 3545 3545
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/CarpetParamCheck: 3.7e-05 0 95784 95784 0 95784 95784
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/CarpetLib_test_prolongate_3d_rf2: 1.3e-05 0 34078 34078 0 34078 34078
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/CarpetRegrid2_ParamCheck: 4.6e-05 0 118982 118982 0 118982 118982
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/ParamCheck_CartGrid3D: 1e-05 0 27159 27159 0 27159 27159
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/dissipation_paramcheck: 9.6e-05 0 250619 250619 0 250619 250619
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/CheckFortranParameters: 2e-06 0 4236 4236 0 4236 4236
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/ML_BSSN_ParamCheck: 0.000182 0 471349 471349 0 471349 471349
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/MoL_ParamCheck: 3.3e-05 0 86096 86096 0 86096 86096
main/Initialise/CallInitial: 315.754 4397.94 8.18947e+11 8.18947e+11 0 8.18947e+11 8.18947e+11
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/Multipole_ParamCheck: 2.9e-05 0 75299 75299 0 75299 75299
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/qlm_paramcheck: 0.000814 0.001 2.11335e+06 2.11335e+06 0 2.11335e+06 2.11335e+06
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/TwoPunctures_ParamCheck: 6e-05 0 156949 156949 0 156949 156949
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/Vectors_Test: 0.000602 0.001 1.56239e+06 1.56239e+06 0 1.56239e+06 1.56239e+06
main/Initialise/CallInitial/CallRegridInitialMeta/CCTK_PREREGRIDINITIAL: 5e-06 0 15254 15254 0 15254 15254
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap: 1.72364 1.72074 4.47048e+09 4.47048e+09 0 4.47048e+09 4.47048e+09
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/CarpetRegrid2::RegridMaps: 0.044875 0.044993 1.16389e+08 1.16389e+08 0 1.16389e+08 1.16389e+08
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/PostRegrid: 0.000723 0.001 1.87497e+06 1.87497e+06 0 1.87497e+06 1.87497e+06
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CheckRegions: 3e-06 0 9504 9504 0 9504 9504
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid: 1.72341 1.72074 4.46986e+09 4.46986e+09 0 4.46986e+09 4.46986e+09
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid: 1.71583 1.71374 4.4502e+09 4.4502e+09 0 4.4502e+09 4.4502e+09
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/domain: 0.001059 0.001 2.73712e+06 273712 29064.9 266276 270957
meta mode/meta mode/global mode/level(3): 9.87662 151.169 2.56163e+10 1.06734e+09 2.12459e+10 13970 559814
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/comm/refprol: 0.02568 0.024998 6.66172e+07 6.66172e+06 7.02035e+06 2245 7.40043e+06
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/test: 0.038867 0.037993 1.00826e+08 1.00826e+07 3.196e+06 7.15924e+06 1.11429e+07
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_boxes: 0.002367 0.003999 6.14544e+06 614544 2.61629e+06 62348 599924
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/comm: 0.092772 0.090987 2.40615e+08 2.40615e+07 2.36363e+07 1.68611e+06 2.67533e+07
meta mode/meta mode/global mode/level(3)/leave_local_mode: 0.001657 0.014998 4.06468e+06 25889.7 297438 10712 16098
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/comm/refbndprol: 0.041904 0.040994 1.08707e+08 1.08707e+07 1.15487e+07 2193 1.16891e+07
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/comm/sync: 0.008084 0.009997 2.09824e+07 2.09824e+06 725089 1.46516e+06 2.091e+06
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/unusedpoints_mask: 0.111917 0.113984 2.90293e+08 2.90293e+07 4.00743e+07 2466 4.0966e+07
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_rest/CarpetLib::dh::bs2: 8.3e-05 0 228063 25340.3 18259.6 18099 19329
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/comm/mgprol: 6e-06 0 17711 1771.1 243.797 1627 1762
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/sync: 0.000209 0 541213 54121.3 88440.2 40214 44906
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_prol/CarpetLib::dh::bs3: 1e-05 0 24654 2465.4 1506.79 1783 1918
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm: 0.002727 0.001 7.07062e+06 707062 472996 595602 614337
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/sync/CarpetLib::dh::bs1: 8e-06 0 23159 2315.9 339.1 2190 2377
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/comm/refrest: 0.016893 0.014998 4.38309e+07 4.38309e+06 5.32484e+06 2377 5.54311e+06
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/comm/reflux: 1e-05 0 23397 2339.7 217.141 2239 2340
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/mask: 1.32346 1.3228 3.43259e+09 3.43259e+08 3.97426e+08 13541 4.31346e+08
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_prol/CarpetLib::dh::bs1: 1.4e-05 0 35914 3591.4 7301.92 2652 2995
meta mode/meta mode/global mode/level(2)/leave_singlemap_mode: 0.000737 0.002999 1.89109e+06 11968.9 91930 5016 6769
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/comm/mgrest: 6e-06 0 19657 1965.7 276.033 1787 1939
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_prol: 0.000442 0 1.14001e+06 114001 64352.3 81502 113164
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/sync/CarpetLib::dh::bs2: 0.000126 0 336500 33650 19093.9 27419 31641
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_bnd_prol: 0.000196 0 512255 51225.5 75416 38960 38960
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_prol/CarpetLib::dh::bs2: 0.000347 0 915136 91513.6 74009.3 54092 98870
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/sync/CarpetLib::dh::bs3: 1.1e-05 0 26817 2681.7 1009.69 2263 2674
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_bnd_prol/CarpetLib::dh::bs1: 7e-06 0 21136 2113.6 329.045 1940 2129
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_bnd_prol/CarpetLib::dh::bs2: 0.000113 0 302833 30283.3 10817.3 26171 26171
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_refl_prol: 0.000672 0 1.74329e+06 174329 119956 150161 152253
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_bnd_prol/CarpetLib::dh::bs3: 1.2e-05 0 29404 2940.4 2551.15 1967 2175
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_refl_prol/CarpetLib::dh::bs1: 4.6e-05 0 121335 2022.25 458.052 1875 2031
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_refl_prol/CarpetLib::dh::bs2: 0.000404 0 1.06624e+06 17770.7 81304.5 13242 15380
